cn_id,hateSpeech,counterSpeech,hsType,hsSubType,cnType,age,gender,educationLevel
ENT1ST0019HS0112CN001072,British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,"Could point to me a specific law for Muslim criminals? I cannot find one. It is not true that they are judged differently. In fact, immigrants are even more vulnerable in our society and are likely to be judged more severely.",Islamophobia,rapism,"facts , question",24.0,female,Bachelor
ENT1ST0019HS0112CN001072P1,Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,"Could point to me a specific law for Muslim criminals? I cannot find one. It is not true that they are judged differently. In fact, immigrants are even more vulnerable in our society and are likely to be judged more severely.",Islamophobia,rapism,"facts , question",24.0,female,Bachelor
ENT1ST0019HS0112CN001072P2,The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,"Could point to me a specific law for Muslim criminals? I cannot find one. It is not true that they are judged differently. In fact, immigrants are even more vulnerable in our society and are likely to be judged more severely.",Islamophobia,rapism,"facts , question",24.0,female,Bachelor
ENT1ST0019HS0112CN001074,British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,"Have faith in British Law. Indeed, the Muslim rapists will be deported back to their own countries after the sentences. Criminals will not get special treatment. Everyone can change the situation even it is a small contribution. For example, teach children arm themselves and report suspicious events.",Islamophobia,rapism,facts,29.0,female,Master
ENT1ST0019HS0112CN001074P1,Britan is not on our side. It deos not protect our citizens. It cannot protect our people from Muslim rapists. Do we still continue supporting this government and the law?,"Have faith in British Law. Indeed, the Muslim rapists will be deported back to their own countries after the sentences. Criminals will not get special treatment. Everyone can change the situation even it is a small contribution. For example, teach children arm themselves and report suspicious events.",Islamophobia,rapism,facts,29.0,female,Master
ENT1ST0019HS0112CN001074P2,The situation is dramatic: British laws do not protect the victims of Muslim rapists! We need to make laws only for Muslims. We cannot do much because the politicians are totally surrendered to Islam.,"Have faith in British Law. Indeed, the Muslim rapists will be deported back to their own countries after the sentences. Criminals will not get special treatment. Everyone can change the situation even it is a small contribution. For example, teach children arm themselves and report suspicious events.",Islamophobia,rapism,facts,29.0,female,Master
ENT1ST0019HS0124CN001127P1,"Mohammed married a child, he was a pedophile!",[demonstrating prominent public figures fighting CSE with article link],Islamophobia,rapism,other,25.0,male,Bachelor
ENT1ST0019HS0124CN001127P2,Their prophet raped children!,[demonstrating prominent public figures fighting CSE with article link],Islamophobia,rapism,other,25.0,male,Bachelor
ENT1ST0019HS0124CN001128P1,"Mohammed married a child, he was a pedophile!",Such wrong and offensive language against 1.6 billion people.,Islamophobia,rapism,denouncing,25.0,male,Master
ENT1ST0019HS0124CN001128P2,Their prophet raped children!,Such wrong and offensive language against 1.6 billion people.,Islamophobia,rapism,denouncing,25.0,male,Master
ENT1ST0019HS0136CN001061,"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",These isn't. This is a false dichotomy. All crime and hatred is wrong.,Islamophobia,rapism,facts,25.0,male,Master
ENT1ST0019HS0136CN001061P1,"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",These isn't. This is a false dichotomy. All crime and hatred is wrong.,Islamophobia,rapism,facts,25.0,male,Master
ENT1ST0019HS0136CN001061P2,"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",These isn't. This is a false dichotomy. All crime and hatred is wrong.,Islamophobia,rapism,facts,25.0,male,Master
ENT1ST0019HS0136CN001063,"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",Why do you think that muslim criminals will receive different treatment or even privileges?,Islamophobia,rapism,question,29.0,female,Master
ENT1ST0019HS0136CN001063P1,"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.",Why do you think that muslim criminals will receive different treatment or even privileges?,Islamophobia,rapism,question,29.0,female,Master
ENT1ST0019HS0136CN001063P2,"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?",Why do you think that muslim criminals will receive different treatment or even privileges?,Islamophobia,rapism,question,29.0,female,Master
ENT1ST0019HS0136CN001064,"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?","No one is allowed to rape anyone. There is no double standards, criminals go to prison, and religion and nationality have nothing to deal with it.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0019HS0136CN001064P1,"Muslims can rape white girls without consequences, but if a white man did this to a muslim girl, he would be in jail.","No one is allowed to rape anyone. There is no double standards, criminals go to prison, and religion and nationality have nothing to deal with it.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0019HS0136CN001064P2,"When an english man commits a sexual violence on a Muslim girl, he is immediately arrested or killed. Why there are double standards and benefits for Muslims?","No one is allowed to rape anyone. There is no double standards, criminals go to prison, and religion and nationality have nothing to deal with it.",Islamophobia,rapism,facts,24.0,female,Bachelor
ENT1ST0020HS0058CN001182,"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.","I noticed what you said and the concerns it caused. Actually, Muslims are kind and sincere. However, people usually can access only negative events and issues about Islam and do not consider good news meaningful. We do not want only fear exists in the society. Hence, we should help people know about Islam and Muslims.",Islamophobia,"rapism , terrorism","facts , positive",29.0,female,Master
ENT1ST0020HS0058CN001182P1,"People are afraid of Muslims rape gangs and the spread of extremism, even if you pretend not to see it.","I noticed what you said and the concerns it caused. Actually, Muslims are kind and sincere. However, people usually can access only negative events and issues about Islam and do not consider good news meaningful. We do not want only fear exists in the society. Hence, we should help people know about Islam and Muslims.",Islamophobia,"rapism , terrorism","facts , positive",29.0,female,Master
ENT1ST0020HS0058CN001182P2,"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.","I noticed what you said and the concerns it caused. Actually, Muslims are kind and sincere. However, people usually can access only negative events and issues about Islam and do not consider good news meaningful. We do not want only fear exists in the society. Hence, we should help people know about Islam and Muslims.",Islamophobia,"rapism , terrorism","facts , positive",29.0,female,Master
